BioSample	BioSampleModel	DATASTORE_provider	DATASTORE_region	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	collection_date	description	disease_stat	env_biome	env_feature	env_material	genotype	geo_loc_name	host	host_age	host_color	host_diet	host_sex	host_subject_id	host_taxid	host_tot_mass	lat_lon	lib_const_meth	nucl_acid_amp	nucl_acid_ext	perturbation	samp_mat_process	samp_size	samp_store_temp	sample_title	seq_methods	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	organism	target_gene	target_subfragment
SAMN11391845	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673595	M5D0_S124_L001_R1_001.fastq.gz.M5D0	2	1	SRR8887823	SRS4615803	M5D0	2009-10-30	"Male 5, Day 0"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	21	black	Irradiated Lab Diet 5053	male	M5	10090	7.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D0	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391932	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673594	M2D143_S51_L001_R1_001.fastq.gz.M2D143	2	1	SRR8887824	SRS4616095	M2D143	2010-03-22	"Male 2, Day 143"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	164	black	Irradiated Lab Diet 5053	male	M2	10090	25.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D143	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392052	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673593	F5D8_S256_L001_R1_001.fastq.gz.F5D8	6	4	SRR8887825	SRS4616029	F5D8	2009-11-07	"Female 5, Day 8"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	29	black	Irradiated Lab Diet 5053	female	F5	10090	12.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D8	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392046	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673591	F6D13_S295_L001_R1_001.fastq.gz.F6D13	6	4	SRR8887827	SRS4615852	F6D13	2009-11-12	"Female 6, Day 13"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	34	black	Irradiated Lab Diet 5053	female	F6	10090	12.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F6D13	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391870	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673589	M4D143_S114_L001_R1_001.fastq.gz.M4D143	7	4	SRR8887829	SRS4616039	M4D143	2010-03-22	"Male 4, Day 143"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	164	black	Irradiated Lab Diet 5053	male	M4	10090	26.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D143	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391918	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673585	M2D3_S33_L001_R1_001.fastq.gz.M2D3	6	4	SRR8887833	SRS4615913	M2D3	2009-11-02	"Male 2, Day 3"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	24	black	Irradiated Lab Diet 5053	male	M2	10090	10.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D3	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392141	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673545	F3D0_S188_L001_R1_001.fastq.gz.F3D0	3	2	SRR8887873	SRS4615925	F3D0	2009-10-30	"Female 3, Day 0"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	21	black	Irradiated Lab Diet 5053	female	F3	10090	8.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D0	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392003	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673546	F7D150_S341_L001_R1_001.fastq.gz.F7D150	3	2	SRR8887872	SRS4615786	F7D150	2010-03-29	"Female 7, Day 150"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	171	black	Irradiated Lab Diet 5053	female	F7	10090	21.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D150	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391792	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673548	M6D25_S172_L001_R1_001.fastq.gz.M6D25	2	1	SRR8887870	SRS4616010	M6D25	2009-11-24	"Male 6, Day 25"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	46	black	Irradiated Lab Diet 5053	male	M6	10090	18.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D25	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391784	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673553	M6D7_S163_L001_R1_001.fastq.gz.M6D7	18	11	SRR8887865	SRS4615948	M6D7	2009-11-06	"Male 6, Day 7"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	28	black	Irradiated Lab Diet 5053	male	M6	10090	11.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D7	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391834	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673554	M5D147_S150_L001_R1_001.fastq.gz.M5D147	7	4	SRR8887864	SRS4616108	M5D147	2010-03-26	"Male 5, Day 147"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	168	black	Irradiated Lab Diet 5053	male	M5	10090	24.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D147	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392079	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673559	F5D125_S267_L001_R1_001.fastq.gz.F5D125	2	1	SRR8887859	SRS4615947	F5D125	2010-03-04	"Female 5, Day 125"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	146	black	Irradiated Lab Diet 5053	female	F5	10090	18.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D125	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391783	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673561	M6D8_S164_L001_R1_001.fastq.gz.M6D8	4	2	SRR8887857	SRS4616028	M6D8	2009-11-07	"Male 6, Day 8"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	29	black	Irradiated Lab Diet 5053	male	M6	10090	12.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D8	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392123	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673564	F3D2_S190_L001_R1_001.fastq.gz.F3D2	9	5	SRR8887854	SRS4615885	F3D2	2009-11-01	"Female 3, Day 2"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	23	black	Irradiated Lab Diet 5053	female	F3	10090	10	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D2	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391895	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673566	M3D15_S72_L001_R1_001.fastq.gz.M3D15	2	1	SRR8887852	SRS4615824	M3D15	2009-11-14	"Male 3, Day 15"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	36	black	Irradiated Lab Diet 5053	male	M3	10090	15.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D15	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391808	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673567	M6D141_S176_L001_R1_001.fastq.gz.M6D141	4	2	SRR8887851	SRS4615839	M6D141	2010-03-20	"Male 6, Day 141"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	162	black	Irradiated Lab Diet 5053	male	M6	10090	23.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D141	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391985	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673569	F8D145_S360_L001_R1_001.fastq.gz.F8D145	2	1	SRR8887849	SRS4615921	F8D145	2010-03-24	"Female 8, Day 145"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	166	black	Irradiated Lab Diet 5053	female	F8	10090	21.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D145	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391994	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673573	F7D7_S323_L001_R1_001.fastq.gz.F7D7	4	2	SRR8887845	SRS4616067	F7D7	2009-11-06	"Female 7, Day 7"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	28	black	Irradiated Lab Diet 5053	female	F7	10090	10.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D7	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391963	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673575	M1D141_S20_L001_R1_001.fastq.gz.M1D141	0	0	SRR8887843	SRS4616047	M1D141	2010-03-20	"Male 1, Day 141"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	162	black	Irradiated Lab Diet 5053	male	M1	10090	28	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D141	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391878	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673577	M3D9_S69_L001_R1_001.fastq.gz.M3D9	2	1	SRR8887841	SRS4615978	M3D9	2009-11-08	"Male 3, Day 9"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	30	black	Irradiated Lab Diet 5053	male	M3	10090	14.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D9	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392108	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673578	F4D13_S229_L001_R1_001.fastq.gz.F4D13	3	2	SRR8887840	SRS4616058	F4D13	2009-11-12	"Female 4, Day 13"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	34	black	Irradiated Lab Diet 5053	female	F4	10090	16.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D13	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392098	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673899	F4D15_S230_L001_R1_001.fastq.gz.F4D15	3	2	SRR8887881	SRS4615962	F4D15	2009-11-14	"Female 4, Day 15"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	36	black	Irradiated Lab Diet 5053	female	F4	10090	14.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D15	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391929	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673902	M2D146_S54_L001_R1_001.fastq.gz.M2D146	2	1	SRR8887878	SRS4615783	M2D146	2010-03-25	"Male 2, Day 146"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	167	black	Irradiated Lab Diet 5053	male	M2	10090	25.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D146	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391900	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673605	M3D145_S84_L001_R1_001.fastq.gz.M3D145	5	3	SRR8887886	SRS4616064	M3D145	2010-03-24	"Male 3, Day 145"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	166	black	Irradiated Lab Diet 5053	male	M3	10090	25.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D145	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392118	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673807	F3D5_S193_L001_R1_001.fastq.gz.F3D5	2	1	SRR8887974	SRS4615794	F3D5	2009-11-04	"Female 3, Day 5"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	26	black	Irradiated Lab Diet 5053	female	F3	10090	10.8	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D5	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391843	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673808	M5D11_S134_L001_R1_001.fastq.gz.M5D11	5	3	SRR8887973	SRS4615898	M5D11	2009-11-10	"Male 5, Day 11"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	32	black	Irradiated Lab Diet 5053	male	M5	10090	15.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D11	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392035	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673811	F6D150_S313_L001_R1_001.fastq.gz.F6D150	1	1	SRR8887970	SRS4615891	F6D150	2010-03-29	"Female 6, Day 150"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	171	black	Irradiated Lab Diet 5053	female	F6	10090	19.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F6D150	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391888	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673812	M3D25_S76_L001_R1_001.fastq.gz.M3D25	3	2	SRR8887969	SRS4615926	M3D25	2009-11-24	"Male 3, Day 25"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	46	black	Irradiated Lab Diet 5053	male	M3	10090	19.3	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D25	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391874	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673813	M4D125_S111_L001_R1_001.fastq.gz.M4D125	6	4	SRR8887968	SRS4615837	M4D125	2010-03-04	"Male 4, Day 125"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	146	black	Irradiated Lab Diet 5053	male	M4	10090	25.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D125	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391793	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673815	M6D21_S171_L001_R1_001.fastq.gz.M6D21	4	2	SRR8887966	SRS4615878	M6D21	2009-11-20	"Male 6, Day 21"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	42	black	Irradiated Lab Diet 5053	male	M6	10090	17.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D21	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392056	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673816	F5D5_S253_L001_R1_001.fastq.gz.F5D5	6	4	SRR8887965	SRS4615880	F5D5	2009-11-04	"Female 5, Day 5"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	26	black	Irradiated Lab Diet 5053	female	F5	10090	10.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D5	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392067	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673817	F5D150_S277_L001_R1_001.fastq.gz.F5D150	2	1	SRR8887964	SRS4615941	F5D150	2010-03-29	"Female 5, Day 150"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	171	black	Irradiated Lab Diet 5053	female	F5	10090	19.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D150	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391879	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673818	M3D8_S68_L001_R1_001.fastq.gz.M3D8	0	0	SRR8887963	SRS4615902	M3D8	2009-11-07	"Male 3, Day 8"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	29	black	Irradiated Lab Diet 5053	male	M3	10090	13.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D8	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391975	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673819	F8D45_S353_L001_R1_001.fastq.gz.F8D45	2	1	SRR8887962	SRS4616048	F8D45	2009-12-14	"Female 8, Day 45"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	66	black	Irradiated Lab Diet 5053	female	F8	10090	15.9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D45	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
