AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	misc_param	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	geo_loc_name	host	isolation_source	lat_lon
500	SAMN05943408	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334217	K3T3	2016-11-07	4	3	2016-11-12	SRR5001920	SRS1775843	K3T2	16-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943346	contigs sra	ncbi		SRX2334218	A1T3	2016-11-07	19	13	2016-11-12	SRR5001921	SRS1775703	A1T2	15-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943292	contigs sra	ncbi		SRX2334219	D1T1	2016-11-07	20	13	2016-11-12	SRR5001922	SRS1775770	D1T1	08-Oct-2014	PlotLocation:D1	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943318	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334220	H3T1	2016-11-07	21	14	2016-11-12	SRR5001923	SRS1775831	H3T1	09-Oct-2014	PlotLocation:H3	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943363	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334221	C6T3	2016-11-07	16	11	2016-11-12	SRR5001924	SRS1775919	C6T2	15-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943396	contigs sra	ncbi		SRX2334222	I3T3	2016-11-07	15	10	2016-11-12	SRR5001925	SRS1775885	I3T2	16-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943283	contigs sra	ncbi		SRX2334223	B4T1	2016-11-07	32	22	2016-11-12	SRR5001926	SRS1775732	B4T1	08-Oct-2014	PlotLocation:B4	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943556	contigs sra	sra-sos	sra-sos.public	SRX2334224	L1T5	2016-11-07	23	16	2016-11-12	SRR5001927	SRS1775776	L1T4	28-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943515	contigs sra	sra-sos	sra-sos.public	SRX2334225	E2T5	2016-11-07	16	11	2016-11-12	SRR5001928	SRS1775935	E2T4	27-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943529	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334226	G4T5	2016-11-07	24	16	2016-11-12	SRR5001929	SRS1775684	G4T4	27-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943306	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334227	F3T1	2016-11-07	17	12	2016-11-12	SRR5001930	SRS1775906	F3T1	08-Oct-2014	PlotLocation:F3	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943499	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334228	B4T5	2016-11-07	23	16	2016-11-12	SRR5001931	SRS1775726	B4T4	27-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943354	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334229	B3T3	2016-11-07	12	8	2016-11-12	SRR5001932	SRS1775782	B3T2	15-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943557	contigs sra	ncbi		SRX2334230	L2T5	2016-11-07	20	14	2016-11-12	SRR5001933	SRS1775777	L2T4	28-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943350	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334231	A5T3	2016-11-07	20	14	2016-11-12	SRR5001934	SRS1775699	A5T2	15-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943471	contigs sra	sra-sos	sra-sos.public	SRX2334232	I6T4	2016-11-07	7	5	2016-11-12	SRR5001935	SRS1775943	I6T3	21-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943486	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334233	L3T4	2016-11-07	15	10	2016-11-12	SRR5001936	SRS1775820	L3T3	21-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943324	contigs sra	ncbi		SRX2334234	I3T1	2016-11-07	18	12	2016-11-12	SRR5001937	SRS1775920	I3T1	09-Oct-2014	PlotLocation:I3	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943469	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334235	I4T4	2016-11-07	5	4	2016-11-12	SRR5001938	SRS1775941	I4T3	21-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943488	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334236	L5T4	2016-11-07	5	3	2016-11-12	SRR5001939	SRS1775818	L5T3	21-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943392	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334237	H5T3	2016-11-07	4	3	2016-11-12	SRR5001940	SRS1775824	H5T2	15-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943332	contigs sra	sra-sos	sra-sos.public	SRX2334238	J5T1	2016-11-07	27	18	2016-11-12	SRR5001941	SRS1775912	J5T1	09-Oct-2014	PlotLocation:J5	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943374	contigs sra	sra-sos	sra-sos.public	SRX2334239	E5T3	2016-11-07	23	16	2016-11-12	SRR5001942	SRS1775717	E5T2	15-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943359	contigs sra	ncbi		SRX2334240	C2T3	2016-11-07	17	12	2016-11-12	SRR5001943	SRS1775872	C2T2	15-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943391	contigs sra	ncbi		SRX2334241	H4T3	2016-11-07	8	5	2016-11-12	SRR5001944	SRS1775925	H4T2	15-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943275	contigs sra	ncbi		SRX2334242	A2T1	2016-11-07	41	28	2016-11-12	SRR5001945	SRS1775738	A2T1	08-Oct-2014	PlotLocation:A2	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943411	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334243	K6T3	2016-11-07	13	9	2016-11-12	SRR5001946	SRS1775842	K6T2	16-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943425	contigs sra	ncbi		SRX2334244	B2T4	2016-11-07	14	9	2016-11-12	SRR5001947	SRS1775833	B2T3	20-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943387	contigs sra	sra-sos	sra-sos.public	SRX2334245	G6T3	2016-11-07	35	24	2016-11-12	SRR5001948	SRS1775929	G6T2	15-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943539	contigs sra	sra-sos	sra-sos.public	SRX2334246	I2T5	2016-11-07	22	15	2016-11-12	SRR5001949	SRS1775852	I2T4	28-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943328	contigs sra	ncbi		SRX2334247	J1T1	2016-11-07	22	15	2016-11-12	SRR5001950	SRS1775916	J1T1	09-Oct-2014	PlotLocation:J1	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943503	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334248	C2T5	2016-11-07	14	9	2016-11-12	SRR5001951	SRS1775722	C2T4	27-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943305	contigs sra	sra-sos	sra-sos.public	SRX2334249	F2T1	2016-11-07	7	5	2016-11-12	SRR5001952	SRS1775706	F2T1	08-Oct-2014	PlotLocation:F2	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943445	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334250	E4T4	2016-11-07	22	15	2016-11-12	SRR5001953	SRS1775832	E4T3	20-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943418	contigs sra	ncbi		SRX2334251	A1T4	2016-11-07	12	8	2016-11-12	SRR5001954	SRS1775810	A1T3	20-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943295	contigs sra	ncbi		SRX2334252	D4T1	2016-11-07	20	14	2016-11-12	SRR5001955	SRS1775865	D4T1	08-Oct-2014	PlotLocation:D4	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943432	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334253	C3T4	2016-11-07	12	8	2016-11-12	SRR5001956	SRS1775855	C3T3	20-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943554	contigs sra	ncbi		SRX2334254	K5T5	2016-11-07	10	7	2016-11-12	SRR5001957	SRS1775774	K5T4	28-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943343	contigs sra	ncbi		SRX2334255	L4T1	2016-11-07	24	16	2016-11-12	SRR5001958	SRS1775660	L4T1	09-Oct-2014	PlotLocation:L4	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943473	contigs sra	ncbi		SRX2334256	J2T4	2016-11-07	3	2	2016-11-12	SRR5001959	SRS1775939	J2T3	21-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943312	contigs sra	sra-sos	sra-sos.public	SRX2334257	G3T1	2016-11-07	21	14	2016-11-12	SRR5001960	SRS1775900	G3T1	09-Oct-2014	PlotLocation:G3	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943511	contigs sra	ncbi		SRX2334258	D4T5	2016-11-07	5	3	2016-11-12	SRR5001961	SRS1775755	D4T4	27-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943430	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334259	C1T4	2016-11-07	17	11	2016-11-12	SRR5001962	SRS1775790	C1T3	20-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943429	contigs sra	sra-sos	sra-sos.public	SRX2334260	B6T4	2016-11-07	20	13	2016-11-12	SRR5001963	SRS1775789	B6T3	20-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943538	contigs sra	ncbi		SRX2334261	I1T5	2016-11-07	40	27	2016-11-12	SRR5001964	SRS1775851	I1T4	28-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943492	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334262	A3T5	2016-11-07	7	5	2016-11-12	SRR5001965	SRS1775830	A3T4	27-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943378	contigs sra	sra-sos	sra-sos.public	SRX2334263	F3T3	2016-11-07	12	8	2016-11-12	SRR5001966	SRS1775677	F3T2	15-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943282	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334264	B3T1	2016-11-07	15	10	2016-11-12	SRR5001967	SRS1775733	B3T1	08-Oct-2014	PlotLocation:B3	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943419	contigs sra	sra-sos	sra-sos.public	SRX2334265	A2T4	2016-11-07	9	6	2016-11-12	SRR5001968	SRS1775809	A2T3	20-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943278	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334266	A5T1	2016-11-07	30	20	2016-11-12	SRR5001969	SRS1775741	A5T1	08-Oct-2014	PlotLocation:A5	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943383	contigs sra	ncbi		SRX2334267	G2T3	2016-11-07	15	10	2016-11-12	SRR5001970	SRS1775718	G2T2	15-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943548	contigs sra	ncbi		SRX2334268	J5T5	2016-11-07	54	37	2016-11-12	SRR5001971	SRS1775895	J5T4	28-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943457	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334269	G4T4	2016-11-07	18	12	2016-11-12	SRR5001972	SRS1775688	G4T3	20-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943299	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334270	E2T1	2016-11-07	16	10	2016-11-12	SRR5001973	SRS1775784	E2T1	08-Oct-2014	PlotLocation:E2	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943533	contigs sra	ncbi		SRX2334271	H2T5	2016-11-07	8	5	2016-11-12	SRR5001974	SRS1775672	H2T4	27-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943436	contigs sra	ncbi		SRX2334272	D1T4	2016-11-07	7	5	2016-11-12	SRR5001975	SRS1775752	D1T3	20-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943530	contigs sra	ncbi		SRX2334273	G5T5	2016-11-07	3	2	2016-11-12	SRR5001976	SRS1775683	G5T4	27-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943319	contigs sra	ncbi		SRX2334274	H4T1	2016-11-07	17	11	2016-11-12	SRR5001977	SRS1775871	H4T1	09-Oct-2014	PlotLocation:H4	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943353	contigs sra	ncbi sra-sos	sra-sos.public	SRX2334275	B2T3	2016-11-07	15	10	2016-11-12	SRR5001978	SRS1775707	B2T2	15-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943329	contigs sra	ncbi		SRX2334276	J2T1	2016-11-07	11	7	2016-11-12	SRR5001979	SRS1775917	J2T1	09-Oct-2014	PlotLocation:J2	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
500	SAMN05943550	contigs sra	sra-sos	sra-sos.public	SRX2334277	K1T5	2016-11-07	26	18	2016-11-12	SRR5001980	SRS1775897	K1T4	28-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
