AvgSpotLen	BioSample	BioSampleModel	Cultivar	DATASTORE_provider	DATASTORE_region	Experiment	ID	InsertSize	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Plant	ReleaseDate	Rice_Field	Run	SRA_Sample	Sample_Name	collection_date	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study
490	SAMN02929806	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660244	JE.Soil.135	250	PAIRED	GHRun1	2016-06-09	13	7		2014-07-26		SRR1524654	SRS665243	JE.Soil.135	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929807	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660245	JE.Soil.136	250	PAIRED	GHRun1	2016-06-09	27	16		2014-07-26		SRR1524655	SRS665244	JE.Soil.136	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929808	MIMS.me	Glab_E	sra-sos	sra-sos.public	SRX660246	JE.Soil.138	250	PAIRED	GHRun1	2016-06-09	37	22		2014-07-26		SRR1524656	SRS665245	JE.Soil.138	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928960	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660123		250	PAIRED	FieldRun1	2016-06-09	49	32	6	2014-07-26	SFT20A	SRR1524657	SRS665121	JE.Lundberg.90	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929809	MIMS.me	Glab_E	sra-sos	sra-sos.public	SRX660247	JE.Soil.139	250	PAIRED	GHRun1	2016-06-09	12	7		2014-07-26		SRR1524658	SRS665246	JE.Soil.139	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928961	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660126		250	PAIRED	FieldRun1	2016-06-09	46	31	7	2014-07-26	SFT20A	SRR1524659	SRS665125	JE.Lundberg.91	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929810	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660248	JE.Soil.141	250	PAIRED	GHRun1	2016-06-09	15	9		2014-07-26		SRR1524660	SRS665247	JE.Soil.141	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928962	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660127		250	PAIRED	FieldRun1	2016-06-09	42	28	7	2014-07-26	SFT20A	SRR1524661	SRS665126	JE.Lundberg.92	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929811	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660249	JE.Soil.142	250	PAIRED	GHRun1	2016-06-09	17	10		2014-07-26		SRR1524662	SRS665248	JE.Soil.142	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928963	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660129		250	PAIRED	FieldRun1	2016-06-09	38	25	7	2014-07-26	SFT20A	SRR1524663	SRS665128	JE.Lundberg.93	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929812	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660250	JE.Soil.143	250	PAIRED	GHRun1	2016-06-09	18	11		2014-07-26		SRR1524664	SRS665249	JE.Soil.143	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928964	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660131		250	PAIRED	FieldRun1	2016-06-09	63	42	8	2014-07-26	SFT20A	SRR1524665	SRS665130	JE.Lundberg.94	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
490	SAMN02929813	MIGS/MIMS/MIMARKS.host-associated	Glab_B	sra-sos	sra-sos.public	SRX660251	JE.Soil.144	250	PAIRED	GHRun1	2016-06-09	15	9		2014-07-26		SRR1524666	SRS665250	JE.Soil.144	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
245	SAMN02929814	MIGS/MIMS/MIMARKS.host-associated	Soil	ncbi		SRX660252	JE.Soil.147	250	PAIRED	GHRun1	2014-07-25	11	6		2014-07-26		SRR1524667	SRS665251	JE.Soil.147	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Pre_planting	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928965	MIMS.me		sra-sos	sra-sos.public	SRX660133		250	PAIRED	FieldRun1	2016-06-09	43	29	8	2014-07-26	SFT20A	SRR1524668	SRS665132	JE.Lundberg.95	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
245	SAMN02929815	MIGS/MIMS/MIMARKS.host-associated	Soil	ncbi		SRX660253	JE.Soil.148	250	PAIRED	GHRun1	2014-07-25	21	11		2014-07-26		SRR1524669	SRS665252	JE.Soil.148	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Pre_planting	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928966	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660136		250	PAIRED	FieldRun1	2016-06-09	44	30	8	2014-07-26	SFT20A	SRR1524670	SRS665135	JE.Lundberg.96	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	39.15056 N 121.98417 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
245	SAMN02929816	MIMS.me	Soil	ncbi		SRX660254	JE.Soil.149	250	PAIRED	GHRun1	2014-07-25	13	7		2014-07-26		SRR1524671	SRS665253	JE.Soil.149	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Pre_planting	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
245	SAMN02929817	MIMS.me	Soil	ncbi		SRX660255	JE.Soil.150	250	PAIRED	GHRun1	2014-07-25	12	6		2014-07-26		SRR1524672	SRS665254	JE.Soil.150	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Pre_planting	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928967	MIMS.me		sra-sos	sra-sos.public	SRX660137		250	PAIRED	FieldRun1	2016-06-09	45	30	1	2014-07-26	BB_P4	SRR1524673	SRS665136	JE.Lundberg.145	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928968	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660139		250	PAIRED	FieldRun1	2016-06-09	48	32	1	2014-07-26	BB_P4	SRR1524674	SRS665138	JE.Lundberg.146	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928969	MIMS.me		sra-sos	sra-sos.public	SRX660141		250	PAIRED	FieldRun1	2016-06-09	42	29	1	2014-07-26	BB_P4	SRR1524675	SRS665140	JE.Lundberg.147	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929818	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660256	JE.Soil.177	250	PAIRED	GHRun1	2016-06-09	39	23		2014-07-26		SRR1524676	SRS665255	JE.Soil.177	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928970	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660143		250	PAIRED	FieldRun1	2016-06-09	68	45	2	2014-07-26	BB_P4	SRR1524677	SRS665142	JE.Lundberg.148	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929819	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660257	JE.Soil.178	250	PAIRED	GHRun1	2016-06-09	70	40		2014-07-26		SRR1524678	SRS665256	JE.Soil.178	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928971	MIMS.me		sra-sos	sra-sos.public	SRX660145		250	PAIRED	FieldRun1	2016-06-09	44	29	2	2014-07-26	BB_P4	SRR1524679	SRS665144	JE.Lundberg.149	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929820	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660258	JE.Soil.179	250	PAIRED	GHRun1	2016-06-09	28	16		2014-07-26		SRR1524680	SRS665257	JE.Soil.179	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929821	MIGS/MIMS/MIMARKS.host-associated	Nipponebare	sra-sos	sra-sos.public	SRX660259	JE.Soil.180	250	PAIRED	GHRun1	2016-06-09	26	14		2014-07-26		SRR1524681	SRS665258	JE.Soil.180	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928972	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660147		250	PAIRED	FieldRun1	2016-06-09	45	30	2	2014-07-26	BB_P4	SRR1524682	SRS665146	JE.Lundberg.150	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929822	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660260	JE.Soil.181	250	PAIRED	GHRun1	2016-06-09	37	21		2014-07-26		SRR1524683	SRS665259	JE.Soil.181	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928973	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660149		250	PAIRED	FieldRun1	2016-06-09	44	29	3	2014-07-26	BB_P4	SRR1524684	SRS665148	JE.Lundberg.151	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929823	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660261	JE.Soil.182	250	PAIRED	GHRun1	2016-06-09	33	19		2014-07-26		SRR1524685	SRS665260	JE.Soil.182	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928974	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660150		250	PAIRED	FieldRun1	2016-06-09	40	27	3	2014-07-26	BB_P4	SRR1524686	SRS665149	JE.Lundberg.152	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928975	MIMS.me		sra-sos	sra-sos.public	SRX660152		250	PAIRED	FieldRun1	2016-06-09	39	26	3	2014-07-26	BB_P4	SRR1524687	SRS665151	JE.Lundberg.153	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928976	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660154		250	PAIRED	FieldRun1	2016-06-09	57	38	4	2014-07-26	BB_P4	SRR1524688	SRS665153	JE.Lundberg.154	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929824	MIMS.me	M104	sra-sos	sra-sos.public	SRX660262	JE.Soil.183	250	PAIRED	GHRun1	2016-06-09	44	25		2014-07-26		SRR1524689	SRS665261	JE.Soil.183	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928977	MIMS.me		sra-sos	sra-sos.public	SRX660156		250	PAIRED	FieldRun1	2016-06-09	22	15	4	2014-07-26	BB_P4	SRR1524690	SRS665155	JE.Lundberg.155	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928978	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660158		250	PAIRED	FieldRun1	2016-06-09	44	29	4	2014-07-26	BB_P4	SRR1524691	SRS665157	JE.Lundberg.156	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928979	MIMS.me		sra-sos	sra-sos.public	SRX660160		250	PAIRED	FieldRun1	2016-06-09	62	41	5	2014-07-26	BB_P4	SRR1524692	SRS665159	JE.Lundberg.157	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929825	MIGS/MIMS/MIMARKS.host-associated	M104	sra-sos	sra-sos.public	SRX660263	JE.Soil.184	250	PAIRED	GHRun1	2016-06-09	40	21		2014-07-26		SRR1524693	SRS665263	JE.Soil.184	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928980	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660162		250	PAIRED	FieldRun1	2016-06-09	61	41	5	2014-07-26	BB_P4	SRR1524694	SRS665161	JE.Lundberg.158	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929826	MIMS.me	Soil	sra-sos	sra-sos.public	SRX660264	JE.Soil.185	250	PAIRED	GHRun1	2016-06-09	23	13		2014-07-26		SRR1524695	SRS665262	JE.Soil.185	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928981	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660163		250	PAIRED	FieldRun1	2016-06-09	44	29	5	2014-07-26	BB_P4	SRR1524696	SRS665162	JE.Lundberg.159	2013-07-08	Rice Paddy	Rice Paddy	Endosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929827	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660269	JE.Soil.186	250	PAIRED	GHRun1	2016-06-09	33	19		2014-07-26		SRR1524697	SRS665268	JE.Soil.186	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929828	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660270	JE.Soil.187	250	PAIRED	GHRun1	2016-06-09	34	19		2014-07-26		SRR1524698	SRS665269	JE.Soil.187	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929829	MIGS/MIMS/MIMARKS.host-associated	IR50	sra-sos	sra-sos.public	SRX660271	JE.Soil.188	250	PAIRED	GHRun1	2016-06-09	32	17		2014-07-26		SRR1524699	SRS665270	JE.Soil.188	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929830	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660272	JE.Soil.189	250	PAIRED	GHRun1	2016-06-09	42	24		2014-07-26		SRR1524700	SRS665271	JE.Soil.189	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929831	MIGS/MIMS/MIMARKS.host-associated	93-11	sra-sos	sra-sos.public	SRX660273	JE.Soil.190	250	PAIRED	GHRun1	2016-06-09	19	11		2014-07-26		SRR1524701	SRS665272	JE.Soil.190	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928982	MIGS/MIMS/MIMARKS.host-associated		sra-sos	sra-sos.public	SRX660165		250	PAIRED	FieldRun1	2016-06-09	65	43	6	2014-07-26	BB_P4	SRR1524702	SRS665164	JE.Lundberg.160	2013-07-08	Rice Paddy	Rice Paddy	Rhizosphere	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929832	MIMS.me	93-11	sra-sos	sra-sos.public	SRX660274	JE.Soil.191	250	PAIRED	GHRun1	2016-06-09	31	18		2014-07-26		SRR1524703	SRS665273	JE.Soil.191	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929833	MIMS.me	93-11	sra-sos	sra-sos.public	SRX660275	JE.Soil.192	250	PAIRED	GHRun1	2016-06-09	51	27		2014-07-26		SRR1524704	SRS665274	JE.Soil.192	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929834	MIGS/MIMS/MIMARKS.host-associated	Soil	sra-sos	sra-sos.public	SRX660303	JE.Soil.193	250	PAIRED	GHRun1	2016-06-09	36	20		2014-07-26		SRR1524705	SRS665302	JE.Soil.193	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02928983	MIMS.me		sra-sos	sra-sos.public	SRX660167		250	PAIRED	FieldRun1	2016-06-09	55	37	6	2014-07-26	BB_P4	SRR1524706	SRS665166	JE.Lundberg.161	2013-07-08	Rice Paddy	Rice Paddy	Rhizoplane	USA: California, Central Valley	Rice	38.79778 N 121.435 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
494	SAMN02929835	MIGS/MIMS/MIMARKS.host-associated	Glab_E	sra-sos	sra-sos.public	SRX660304	JE.Soil.194	250	PAIRED	GHRun1	2016-06-09	14	8		2014-07-26		SRR1524707	SRS665303	JE.Soil.194	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	PRJNA255789	UC DAVIS	public	sra	Illumina MiSeq	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745
